"metric_month","industry","pickup_dropoff","locationid","borough","zone","trip_count"
"2019-11-01","Yellow Taxi","Pick-up","33","Brooklyn","Brooklyn Heights","6303"
"2019-11-01","Yellow Taxi","Drop-off","34","Brooklyn","Brooklyn Navy Yard","747"
"2019-11-01","Yellow Taxi","Pick-up","34","Brooklyn","Brooklyn Navy Yard","176"
"2019-11-01","Yellow Taxi","Drop-off","35","Brooklyn","Brownsville","1495"
"2019-11-01","Yellow Taxi","Pick-up","35","Brooklyn","Brownsville","793"
"2019-11-01","Yellow Taxi","Drop-off","36","Brooklyn","Bushwick North","4858"
"2019-11-01","Yellow Taxi","Pick-up","36","Brooklyn","Bushwick North","563"
"2019-11-01","Yellow Taxi","Drop-off","37","Brooklyn","Bushwick South","7619"
"2019-11-01","Yellow Taxi","Pick-up","37","Brooklyn","Bushwick South","1125"
"2019-11-01","Yellow Taxi","Drop-off","38","Queens","Cambria Heights","971"
"2019-11-01","Yellow Taxi","Pick-up","38","Queens","Cambria Heights","220"
"2019-11-01","Yellow Taxi","Drop-off","39","Brooklyn","Canarsie","2109"
"2019-11-01","Yellow Taxi","Pick-up","39","Brooklyn","Canarsie","921"
"2019-11-01","Yellow Taxi","Drop-off","40","Brooklyn","Carroll Gardens","6865"
"2019-11-01","Yellow Taxi","Pick-up","40","Brooklyn","Carroll Gardens","2684"
"2019-11-01","Yellow Taxi","Drop-off","41","Manhattan","Central Harlem","44528"
"2019-11-01","Yellow Taxi","Pick-up","41","Manhattan","Central Harlem","25358"
"2019-11-01","Yellow Taxi","Drop-off","42","Manhattan","Central Harlem North","29399"
"2019-11-01","Yellow Taxi","Pick-up","42","Manhattan","Central Harlem North","10284"
"2019-11-01","Yellow Taxi","Drop-off","43","Manhattan","Central Park","90249"
"2019-11-01","Yellow Taxi","Pick-up","43","Manhattan","Central Park","109990"
"2019-11-01","Yellow Taxi","Drop-off","44","Staten Island","Charleston/Tottenville","66"
"2019-11-01","Yellow Taxi","Pick-up","44","Staten Island","Charleston/Tottenville","32"
"2019-11-01","Yellow Taxi","Drop-off","45","Manhattan","Chinatown","17617"
"2019-11-01","Yellow Taxi","Pick-up","45","Manhattan","Chinatown","11884"
"2019-11-01","Yellow Taxi","Drop-off","46","Bronx","City Island","114"
"2019-11-01","Yellow Taxi","Pick-up","46","Bronx","City Island","22"
"2019-11-01","Yellow Taxi","Drop-off","47","Bronx","Claremont/Bathgate","747"
"2019-11-01","Yellow Taxi","Pick-up","47","Bronx","Claremont/Bathgate","255"
"2019-11-01","Yellow Taxi","Drop-off","48","Manhattan","Clinton East","186608"
"2019-11-01","Yellow Taxi","Pick-up","48","Manhattan","Clinton East","213605"
"2019-11-01","Yellow Taxi","Drop-off","49","Brooklyn","Clinton Hill","9999"
"2019-11-01","Yellow Taxi","Pick-up","49","Brooklyn","Clinton Hill","1476"
"2019-11-01","Yellow Taxi","Drop-off","50","Manhattan","Clinton West","76420"
"2019-11-01","Yellow Taxi","Pick-up","50","Manhattan","Clinton West","58196"
"2019-11-01","Yellow Taxi","Drop-off","51","Bronx","Co-Op City","1121"
"2019-11-01","Yellow Taxi","Pick-up","51","Bronx","Co-Op City","524"
"2019-11-01","Yellow Taxi","Drop-off","52","Brooklyn","Cobble Hill","5371"
"2019-11-01","Yellow Taxi","Pick-up","52","Brooklyn","Cobble Hill","3247"
"2019-11-01","Yellow Taxi","Drop-off","53","Queens","College Point","636"
"2019-11-01","Yellow Taxi","Pick-up","53","Queens","College Point","162"
"2019-11-01","Yellow Taxi","Drop-off","54","Brooklyn","Columbia Street","1712"
"2019-11-01","Yellow Taxi","Pick-up","54","Brooklyn","Columbia Street","221"
"2019-11-01","Yellow Taxi","Drop-off","55","Brooklyn","Coney Island","999"
"2019-11-01","Yellow Taxi","Pick-up","55","Brooklyn","Coney Island","292"
"2019-11-01","Yellow Taxi","Drop-off","56","Queens","Corona","3036"
"2019-11-01","Yellow Taxi","Pick-up","56","Queens","Corona","878"
"2019-11-01","Yellow Taxi","Drop-off","57","Queens","Corona","163"
"2019-11-01","Yellow Taxi","Pick-up","57","Queens","Corona","16"
"2019-11-01","Yellow Taxi","Drop-off","58","Bronx","Country Club","138"
"2019-11-01","Yellow Taxi","Pick-up","58","Bronx","Country Club","28"
"2019-11-01","Yellow Taxi","Drop-off","59","Bronx","Crotona Park","37"
"2019-11-01","Yellow Taxi","Pick-up","59","Bronx","Crotona Park","12"
"2019-11-01","Yellow Taxi","Drop-off","60","Bronx","Crotona Park East","527"
"2019-11-01","Yellow Taxi","Pick-up","60","Bronx","Crotona Park East","138"
"2019-11-01","Yellow Taxi","Drop-off","61","Brooklyn","Crown Heights North","9706"
"2019-11-01","Yellow Taxi","Pick-up","61","Brooklyn","Crown Heights North","1772"
"2019-11-01","Yellow Taxi","Drop-off","62","Brooklyn","Crown Heights South","2721"
"2019-11-01","Yellow Taxi","Pick-up","62","Brooklyn","Crown Heights South","539"
"2019-11-01","Yellow Taxi","Drop-off","63","Brooklyn","Cypress Hills","1041"
"2019-11-01","Yellow Taxi","Pick-up","63","Brooklyn","Cypress Hills","263"
"2019-11-01","Yellow Taxi","Drop-off","64","Queens","Douglaston","621"
"2019-11-01","Yellow Taxi","Pick-up","64","Queens","Douglaston","129"
"2019-11-01","Yellow Taxi","Drop-off","65","Brooklyn","Downtown Brooklyn/MetroTech","11443"
"2019-11-01","Yellow Taxi","Pick-up","65","Brooklyn","Downtown Brooklyn/MetroTech","7174"
"2019-11-01","Yellow Taxi","Drop-off","66","Brooklyn","DUMBO/Vinegar Hill","9774"
"2019-11-01","Yellow Taxi","Pick-up","66","Brooklyn","DUMBO/Vinegar Hill","2903"
"2019-11-01","Yellow Taxi","Drop-off","67","Brooklyn","Dyker Heights","1061"
"2019-11-01","Yellow Taxi","Pick-up","67","Brooklyn","Dyker Heights","131"
"2019-11-01","Yellow Taxi","Drop-off","68","Manhattan","East Chelsea","157788"
"2019-11-01","Yellow Taxi","Pick-up","68","Manhattan","East Chelsea","164334"
"2019-11-01","Yellow Taxi","Drop-off","69","Bronx","East Concourse/Concourse Village","2924"
"2019-11-01","Yellow Taxi","Pick-up","69","Bronx","East Concourse/Concourse Village","572"
"2019-11-01","Yellow Taxi","Drop-off","70","Queens","East Elmhurst","3518"
"2019-11-01","Yellow Taxi","Pick-up","70","Queens","East Elmhurst","922"
"2019-11-01","Yellow Taxi","Drop-off","71","Brooklyn","East Flatbush/Farragut","1488"
"2019-11-01","Yellow Taxi","Pick-up","71","Brooklyn","East Flatbush/Farragut","605"
"2019-11-01","Yellow Taxi","Drop-off","72","Brooklyn","East Flatbush/Remsen Village","1501"
"2019-11-01","Yellow Taxi","Pick-up","72","Brooklyn","East Flatbush/Remsen Village","651"
"2019-11-01","Yellow Taxi","Drop-off","73","Queens","East Flushing","445"
"2019-11-01","Yellow Taxi","Pick-up","73","Queens","East Flushing","44"
"2019-11-01","Yellow Taxi","Drop-off","74","Manhattan","East Harlem North","53313"
"2019-11-01","Yellow Taxi","Pick-up","74","Manhattan","East Harlem North","25464"
"2019-11-01","Yellow Taxi","Drop-off","75","Manhattan","East Harlem South","81578"
"2019-11-01","Yellow Taxi","Pick-up","75","Manhattan","East Harlem South","50475"
"2019-11-01","Yellow Taxi","Drop-off","76","Brooklyn","East New York","3037"
"2019-11-01","Yellow Taxi","Pick-up","76","Brooklyn","East New York","1395"
"2019-11-01","Yellow Taxi","Drop-off","77","Brooklyn","East New York/Pennsylvania Avenue","690"
"2019-11-01","Yellow Taxi","Pick-up","77","Brooklyn","East New York/Pennsylvania Avenue","293"
"2019-11-01","Yellow Taxi","Drop-off","78","Bronx","East Tremont","756"
"2019-11-01","Yellow Taxi","Pick-up","78","Bronx","East Tremont","333"
"2019-11-01","Yellow Taxi","Drop-off","79","Manhattan","East Village","150394"
"2019-11-01","Yellow Taxi","Pick-up","79","Manhattan","East Village","180556"
"2019-11-01","Yellow Taxi","Drop-off","80","Brooklyn","East Williamsburg","10064"
"2019-11-01","Yellow Taxi","Pick-up","80","Brooklyn","East Williamsburg","2049"
"2019-11-01","Yellow Taxi","Drop-off","81","Bronx","Eastchester","528"
"2019-11-01","Yellow Taxi","Pick-up","81","Bronx","Eastchester","219"
"2019-11-01","Yellow Taxi","Drop-off","82","Queens","Elmhurst","5695"
"2019-11-01","Yellow Taxi","Pick-up","82","Queens","Elmhurst","2202"
"2019-11-01","Yellow Taxi","Drop-off","83","Queens","Elmhurst/Maspeth","2352"
"2019-11-01","Yellow Taxi","Pick-up","83","Queens","Elmhurst/Maspeth","619"
"2019-11-01","Yellow Taxi","Drop-off","84","Staten Island","Eltingville/Annadale/Prince's Bay","42"
"2019-11-01","Yellow Taxi","Pick-up","84","Staten Island","Eltingville/Annadale/Prince's Bay","2"
"2019-11-01","Yellow Taxi","Drop-off","85","Brooklyn","Erasmus","1161"
"2019-11-01","Yellow Taxi","Pick-up","85","Brooklyn","Erasmus","478"
"2019-11-01","Yellow Taxi","Drop-off","86","Queens","Far Rockaway","814"
"2019-11-01","Yellow Taxi","Pick-up","86","Queens","Far Rockaway","191"
"2019-11-01","Yellow Taxi","Drop-off","87","Manhattan","Financial District North","52370"
"2019-11-01","Yellow Taxi","Pick-up","87","Manhattan","Financial District North","44423"
"2019-11-01","Yellow Taxi","Drop-off","88","Manhattan","Financial District South","25686"
"2019-11-01","Yellow Taxi","Pick-up","88","Manhattan","Financial District South","23267"
"2019-11-01","Yellow Taxi","Drop-off","89","Brooklyn","Flatbush/Ditmas Park","6389"
"2019-11-01","Yellow Taxi","Pick-up","89","Brooklyn","Flatbush/Ditmas Park","1373"
"2019-11-01","Yellow Taxi","Drop-off","90","Manhattan","Flatiron","96921"
"2019-11-01","Yellow Taxi","Pick-up","90","Manhattan","Flatiron","117064"
"2019-11-01","Yellow Taxi","Drop-off","91","Brooklyn","Flatlands","1566"
"2019-11-01","Yellow Taxi","Pick-up","91","Brooklyn","Flatlands","639"
"2019-11-01","Yellow Taxi","Drop-off","92","Queens","Flushing","2898"
"2019-11-01","Yellow Taxi","Pick-up","92","Queens","Flushing","505"
"2019-11-01","Yellow Taxi","Drop-off","93","Queens","Flushing Meadows-Corona Park","7681"
"2019-11-01","Yellow Taxi","Pick-up","93","Queens","Flushing Meadows-Corona Park","2564"
"2019-11-01","Yellow Taxi","Drop-off","94","Bronx","Fordham South","509"
"2019-11-01","Yellow Taxi","Pick-up","94","Bronx","Fordham South","116"
"2019-11-01","Yellow Taxi","Drop-off","95","Queens","Forest Hills","7398"
"2019-11-01","Yellow Taxi","Pick-up","95","Queens","Forest Hills","1173"
"2019-11-01","Yellow Taxi","Drop-off","96","Queens","Forest Park/Highland Park","157"
"2019-11-01","Yellow Taxi","Pick-up","96","Queens","Forest Park/Highland Park","30"
"2019-11-01","Yellow Taxi","Drop-off","97","Brooklyn","Fort Greene","10548"
"2019-11-01","Yellow Taxi","Pick-up","97","Brooklyn","Fort Greene","5280"
"2019-11-01","Yellow Taxi","Drop-off","98","Queens","Fresh Meadows","712"
"2019-11-01","Yellow Taxi","Pick-up","98","Queens","Fresh Meadows","136"
"2019-11-01","Yellow Taxi","Drop-off","99","Staten Island","Freshkills Park","9"
"2019-11-01","Yellow Taxi","Pick-up","99","Staten Island","Freshkills Park","2"
"2019-11-01","Yellow Taxi","Drop-off","100","Manhattan","Garment District","105599"
"2019-11-01","Yellow Taxi","Pick-up","100","Manhattan","Garment District","133196"
"2019-11-01","Yellow Taxi","Drop-off","101","Queens","Glen Oaks","560"
"2019-11-01","Yellow Taxi","Pick-up","101","Queens","Glen Oaks","226"
"2019-11-01","Yellow Taxi","Drop-off","102","Queens","Glendale","931"
"2019-11-01","Yellow Taxi","Pick-up","102","Queens","Glendale","168"
"2019-11-01","Yellow Taxi","Drop-off","105","Manhattan","Governor's Island/Ellis Island/Liberty Island","6"
"2019-11-01","Yellow Taxi","Pick-up","105","Manhattan","Governor's Island/Ellis Island/Liberty Island","7"
"2019-11-01","Yellow Taxi","Drop-off","106","Brooklyn","Gowanus","2960"
"2019-11-01","Yellow Taxi","Pick-up","106","Brooklyn","Gowanus","736"
"2019-11-01","Yellow Taxi","Drop-off","107","Manhattan","Gramercy","139984"
"2019-11-01","Yellow Taxi","Pick-up","107","Manhattan","Gramercy","151978"
"2019-11-01","Yellow Taxi","Drop-off","108","Brooklyn","Gravesend","512"
"2019-11-01","Yellow Taxi","Pick-up","108","Brooklyn","Gravesend","129"
"2019-11-01","Yellow Taxi","Drop-off","109","Staten Island","Great Kills","80"
"2019-11-01","Yellow Taxi","Pick-up","109","Staten Island","Great Kills","5"
"2019-11-01","Yellow Taxi","Drop-off","111","Brooklyn","Green-Wood Cemetery","105"
"2019-11-01","Yellow Taxi","Pick-up","111","Brooklyn","Green-Wood Cemetery","10"
"2019-11-01","Yellow Taxi","Drop-off","112","Brooklyn","Greenpoint","13804"
"2019-11-01","Yellow Taxi","Pick-up","112","Brooklyn","Greenpoint","1825"
"2019-11-01","Yellow Taxi","Drop-off","113","Manhattan","Greenwich Village North","91063"
"2019-11-01","Yellow Taxi","Pick-up","113","Manhattan","Greenwich Village North","105083"
"2019-11-01","Yellow Taxi","Drop-off","114","Manhattan","Greenwich Village South","68649"
"2019-11-01","Yellow Taxi","Pick-up","114","Manhattan","Greenwich Village South","90489"
"2019-11-01","Yellow Taxi","Drop-off","115","Staten Island","Grymes Hill/Clifton","110"
"2019-11-01","Yellow Taxi","Pick-up","115","Staten Island","Grymes Hill/Clifton","16"
"2019-11-01","Yellow Taxi","Drop-off","116","Manhattan","Hamilton Heights","18510"
"2019-11-01","Yellow Taxi","Pick-up","116","Manhattan","Hamilton Heights","7316"
"2019-11-01","Yellow Taxi","Drop-off","117","Queens","Hammels/Arverne","757"
"2019-11-01","Yellow Taxi","Pick-up","117","Queens","Hammels/Arverne","212"
"2019-11-01","Yellow Taxi","Drop-off","118","Staten Island","Heartland Village/Todt Hill","164"
"2019-11-01","Yellow Taxi","Pick-up","118","Staten Island","Heartland Village/Todt Hill","37"
"2019-11-01","Yellow Taxi","Drop-off","119","Bronx","Highbridge","1361"
"2019-11-01","Yellow Taxi","Pick-up","119","Bronx","Highbridge","345"
"2019-11-01","Yellow Taxi","Drop-off","120","Manhattan","Highbridge Park","287"
"2019-11-01","Yellow Taxi","Pick-up","120","Manhattan","Highbridge Park","36"
"2019-11-01","Yellow Taxi","Drop-off","121","Queens","Hillcrest/Pomonok","1069"
"2019-11-01","Yellow Taxi","Pick-up","121","Queens","Hillcrest/Pomonok","308"
"2019-11-01","Yellow Taxi","Drop-off","122","Queens","Hollis","433"
"2019-11-01","Yellow Taxi","Pick-up","122","Queens","Hollis","165"
"2019-11-01","Yellow Taxi","Drop-off","123","Brooklyn","Homecrest","1202"
"2019-11-01","Yellow Taxi","Pick-up","123","Brooklyn","Homecrest","279"
"2019-11-01","Yellow Taxi","Drop-off","124","Queens","Howard Beach","1082"
"2019-11-01","Yellow Taxi","Pick-up","124","Queens","Howard Beach","258"
"2019-11-01","Yellow Taxi","Drop-off","125","Manhattan","Hudson Sq","32729"
"2019-11-01","Yellow Taxi","Pick-up","125","Manhattan","Hudson Sq","36119"
"2019-11-01","Yellow Taxi","Drop-off","126","Bronx","Hunts Point","935"
"2019-11-01","Yellow Taxi","Pick-up","126","Bronx","Hunts Point","190"
"2019-11-01","Yellow Taxi","Drop-off","127","Manhattan","Inwood","5105"
"2019-11-01","Yellow Taxi","Pick-up","127","Manhattan","Inwood","669"
"2019-11-01","Yellow Taxi","Drop-off","128","Manhattan","Inwood Hill Park","400"
"2019-11-01","Yellow Taxi","Pick-up","128","Manhattan","Inwood Hill Park","62"
"2019-11-01","Yellow Taxi","Drop-off","129","Queens","Jackson Heights","13566"
"2019-11-01","Yellow Taxi","Pick-up","129","Queens","Jackson Heights","3009"
"2019-11-01","Yellow Taxi","Drop-off","130","Queens","Jamaica","4361"
"2019-11-01","Yellow Taxi","Pick-up","130","Queens","Jamaica","1462"
"2019-11-01","Yellow Taxi","Drop-off","131","Queens","Jamaica Estates","1064"
"2019-11-01","Yellow Taxi","Pick-up","131","Queens","Jamaica Estates","271"
"2019-11-01","Yellow Taxi","Drop-off","132","Queens","JFK Airport","64061"
"2019-11-01","Yellow Taxi","Pick-up","132","Queens","JFK Airport","221053"
"2019-11-01","Yellow Taxi","Drop-off","133","Brooklyn","Kensington","2032"
"2019-11-01","Yellow Taxi","Pick-up","133","Brooklyn","Kensington","406"
"2019-11-01","Yellow Taxi","Drop-off","134","Queens","Kew Gardens","2103"
"2019-11-01","Yellow Taxi","Pick-up","134","Queens","Kew Gardens","650"
"2019-11-01","Yellow Taxi","Drop-off","135","Queens","Kew Gardens Hills","1654"
"2019-11-01","Yellow Taxi","Pick-up","135","Queens","Kew Gardens Hills","417"
"2019-11-01","Yellow Taxi","Drop-off","136","Bronx","Kingsbridge Heights","1028"
"2019-11-01","Yellow Taxi","Pick-up","136","Bronx","Kingsbridge Heights","342"
"2019-11-01","Yellow Taxi","Drop-off","137","Manhattan","Kips Bay","87399"
"2019-11-01","Yellow Taxi","Pick-up","137","Manhattan","Kips Bay","75774"
"2019-11-01","Yellow Taxi","Drop-off","138","Queens","LaGuardia Airport","78612"
"2019-11-01","Yellow Taxi","Pick-up","138","Queens","LaGuardia Airport","153711"
"2019-11-01","Yellow Taxi","Drop-off","139","Queens","Laurelton","920"
"2019-11-01","Yellow Taxi","Pick-up","139","Queens","Laurelton","275"
"2019-11-01","Yellow Taxi","Drop-off","140","Manhattan","Lenox Hill East","125659"
"2019-11-01","Yellow Taxi","Pick-up","140","Manhattan","Lenox Hill East","122118"
"2019-11-01","Yellow Taxi","Drop-off","141","Manhattan","Lenox Hill West","171708"
"2019-11-01","Yellow Taxi","Pick-up","141","Manhattan","Lenox Hill West","163591"
"2019-11-01","Yellow Taxi","Drop-off","142","Manhattan","Lincoln Square East","194197"
"2019-11-01","Yellow Taxi","Pick-up","142","Manhattan","Lincoln Square East","217345"
"2019-11-01","Yellow Taxi","Drop-off","143","Manhattan","Lincoln Square West","95704"
"2019-11-01","Yellow Taxi","Pick-up","143","Manhattan","Lincoln Square West","82811"
"2019-11-01","Yellow Taxi","Drop-off","144","Manhattan","Little Italy/NoLiTa","62303"
"2019-11-01","Yellow Taxi","Pick-up","144","Manhattan","Little Italy/NoLiTa","67778"
"2019-11-01","Yellow Taxi","Drop-off","145","Queens","Long Island City/Hunters Point","20689"
"2019-11-01","Yellow Taxi","Pick-up","145","Queens","Long Island City/Hunters Point","8637"
"2019-11-01","Yellow Taxi","Drop-off","146","Queens","Long Island City/Queens Plaza","7927"
"2019-11-01","Yellow Taxi","Pick-up","146","Queens","Long Island City/Queens Plaza","5480"
"2019-11-01","Yellow Taxi","Drop-off","147","Bronx","Longwood","762"
"2019-11-01","Yellow Taxi","Pick-up","147","Bronx","Longwood","201"
"2019-11-01","Yellow Taxi","Drop-off","148","Manhattan","Lower East Side","70572"
"2019-11-01","Yellow Taxi","Pick-up","148","Manhattan","Lower East Side","88619"
"2019-11-01","Yellow Taxi","Drop-off","149","Brooklyn","Madison","902"
"2019-11-01","Yellow Taxi","Pick-up","149","Brooklyn","Madison","269"
"2019-11-01","Yellow Taxi","Drop-off","150","Brooklyn","Manhattan Beach","535"
"2019-11-01","Yellow Taxi","Pick-up","150","Brooklyn","Manhattan Beach","134"
"2019-11-01","Yellow Taxi","Drop-off","151","Manhattan","Manhattan Valley","60504"
"2019-11-01","Yellow Taxi","Pick-up","151","Manhattan","Manhattan Valley","61274"
"2019-11-01","Yellow Taxi","Drop-off","152","Manhattan","Manhattanville","10981"
"2019-11-01","Yellow Taxi","Pick-up","152","Manhattan","Manhattanville","6411"
"2019-11-01","Yellow Taxi","Drop-off","153","Manhattan","Marble Hill","297"
"2019-11-01","Yellow Taxi","Pick-up","153","Manhattan","Marble Hill","93"
"2019-11-01","Yellow Taxi","Drop-off","154","Brooklyn","Marine Park/Floyd Bennett Field","140"
"2019-11-01","Yellow Taxi","Pick-up","154","Brooklyn","Marine Park/Floyd Bennett Field","46"
"2019-11-01","Yellow Taxi","Drop-off","155","Brooklyn","Marine Park/Mill Basin","1108"
"2019-11-01","Yellow Taxi","Pick-up","155","Brooklyn","Marine Park/Mill Basin","377"
"2019-11-01","Yellow Taxi","Drop-off","156","Staten Island","Mariners Harbor","75"
"2019-11-01","Yellow Taxi","Pick-up","156","Staten Island","Mariners Harbor","13"
"2019-11-01","Yellow Taxi","Drop-off","157","Queens","Maspeth","2459"
"2019-11-01","Yellow Taxi","Pick-up","157","Queens","Maspeth","661"
"2019-11-01","Yellow Taxi","Drop-off","158","Manhattan","Meatpacking/West Village West","66652"
"2019-11-01","Yellow Taxi","Pick-up","158","Manhattan","Meatpacking/West Village West","67311"
"2019-11-01","Yellow Taxi","Drop-off","159","Bronx","Melrose South","1930"
"2019-11-01","Yellow Taxi","Pick-up","159","Bronx","Melrose South","592"
"2019-11-01","Yellow Taxi","Drop-off","160","Queens","Middle Village","1921"
"2019-11-01","Yellow Taxi","Pick-up","160","Queens","Middle Village","197"
"2019-11-01","Yellow Taxi","Drop-off","161","Manhattan","Midtown Center","266036"
"2019-11-01","Yellow Taxi","Pick-up","161","Manhattan","Midtown Center","290666"
"2019-11-01","Yellow Taxi","Drop-off","162","Manhattan","Midtown East","204640"
"2019-11-01","Yellow Taxi","Pick-up","162","Manhattan","Midtown East","239091"
"2019-11-01","Yellow Taxi","Drop-off","163","Manhattan","Midtown North","170820"
"2019-11-01","Yellow Taxi","Pick-up","163","Manhattan","Midtown North","196478"
"2019-11-01","Yellow Taxi","Drop-off","164","Manhattan","Midtown South","143003"
"2019-11-01","Yellow Taxi","Pick-up","164","Manhattan","Midtown South","160176"
"2019-11-01","Yellow Taxi","Drop-off","165","Brooklyn","Midwood","1722"
"2019-11-01","Yellow Taxi","Pick-up","165","Brooklyn","Midwood","547"
"2019-11-01","Yellow Taxi","Drop-off","166","Manhattan","Morningside Heights","52664"
"2019-11-01","Yellow Taxi","Pick-up","166","Manhattan","Morningside Heights","38652"
"2019-11-01","Yellow Taxi","Drop-off","167","Bronx","Morrisania/Melrose","1114"
"2019-11-01","Yellow Taxi","Pick-up","167","Bronx","Morrisania/Melrose","302"
"2019-11-01","Yellow Taxi","Drop-off","168","Bronx","Mott Haven/Port Morris","5033"
"2019-11-01","Yellow Taxi","Pick-up","168","Bronx","Mott Haven/Port Morris","1331"
"2019-11-01","Yellow Taxi","Drop-off","169","Bronx","Mount Hope","1228"
"2019-11-01","Yellow Taxi","Pick-up","169","Bronx","Mount Hope","338"
"2019-11-01","Yellow Taxi","Drop-off","170","Manhattan","Murray Hill","206075"
"2019-11-01","Yellow Taxi","Pick-up","170","Manhattan","Murray Hill","200872"
"2019-11-01","Yellow Taxi","Drop-off","171","Queens","Murray Hill-Queens","1055"
"2019-11-01","Yellow Taxi","Pick-up","171","Queens","Murray Hill-Queens","231"
"2019-11-01","Yellow Taxi","Drop-off","172","Staten Island","New Dorp/Midland Beach","97"
"2019-11-01","Yellow Taxi","Pick-up","172","Staten Island","New Dorp/Midland Beach","4"
"2019-11-01","Yellow Taxi","Drop-off","173","Queens","North Corona","1694"
"2019-11-01","Yellow Taxi","Pick-up","173","Queens","North Corona","289"
"2019-11-01","Yellow Taxi","Drop-off","174","Bronx","Norwood","936"
"2019-11-01","Yellow Taxi","Pick-up","174","Bronx","Norwood","256"
"2019-11-01","Yellow Taxi","Drop-off","175","Queens","Oakland Gardens","571"
"2019-11-01","Yellow Taxi","Pick-up","175","Queens","Oakland Gardens","112"
"2019-11-01","Yellow Taxi","Drop-off","176","Staten Island","Oakwood","58"
"2019-11-01","Yellow Taxi","Drop-off","177","Brooklyn","Ocean Hill","1447"
"2019-11-01","Yellow Taxi","Pick-up","177","Brooklyn","Ocean Hill","466"
"2019-11-01","Yellow Taxi","Drop-off","178","Brooklyn","Ocean Parkway South","557"
"2019-11-01","Yellow Taxi","Pick-up","178","Brooklyn","Ocean Parkway South","141"
"2019-11-01","Yellow Taxi","Drop-off","179","Queens","Old Astoria","7570"
"2019-11-01","Yellow Taxi","Pick-up","179","Queens","Old Astoria","3135"
"2019-11-01","Yellow Taxi","Drop-off","180","Queens","Ozone Park","594"
"2019-11-01","Yellow Taxi","Pick-up","180","Queens","Ozone Park","165"
"2019-11-01","Yellow Taxi","Drop-off","181","Brooklyn","Park Slope","20205"
"2019-11-01","Yellow Taxi","Pick-up","181","Brooklyn","Park Slope","5174"
"2019-11-01","Yellow Taxi","Drop-off","182","Bronx","Parkchester","909"
"2019-11-01","Yellow Taxi","Pick-up","182","Bronx","Parkchester","327"
"2019-11-01","Yellow Taxi","Drop-off","183","Bronx","Pelham Bay","341"
"2019-11-01","Yellow Taxi","Pick-up","183","Bronx","Pelham Bay","88"
"2019-11-01","Yellow Taxi","Drop-off","184","Bronx","Pelham Bay Park","62"
"2019-11-01","Yellow Taxi","Pick-up","184","Bronx","Pelham Bay Park","7"
"2019-11-01","Yellow Taxi","Drop-off","185","Bronx","Pelham Parkway","771"
"2019-11-01","Yellow Taxi","Pick-up","185","Bronx","Pelham Parkway","220"
"2019-11-01","Yellow Taxi","Drop-off","186","Manhattan","Penn Station/Madison Sq West","175690"
"2019-11-01","Yellow Taxi","Pick-up","186","Manhattan","Penn Station/Madison Sq West","246491"
"2019-11-01","Yellow Taxi","Drop-off","187","Staten Island","Port Richmond","49"
"2019-11-01","Yellow Taxi","Pick-up","187","Staten Island","Port Richmond","6"
"2019-11-01","Yellow Taxi","Drop-off","188","Brooklyn","Prospect-Lefferts Gardens","5531"
"2019-11-01","Yellow Taxi","Pick-up","188","Brooklyn","Prospect-Lefferts Gardens","1353"
"2019-11-01","Yellow Taxi","Drop-off","189","Brooklyn","Prospect Heights","6116"
"2019-11-01","Yellow Taxi","Pick-up","189","Brooklyn","Prospect Heights","1140"
"2019-11-01","Yellow Taxi","Drop-off","190","Brooklyn","Prospect Park","1063"
"2019-11-01","Yellow Taxi","Pick-up","190","Brooklyn","Prospect Park","255"
"2019-11-01","Yellow Taxi","Drop-off","191","Queens","Queens Village","1095"
"2019-11-01","Yellow Taxi","Pick-up","191","Queens","Queens Village","376"
"2019-11-01","Yellow Taxi","Drop-off","192","Queens","Queensboro Hill","544"
"2019-11-01","Yellow Taxi","Pick-up","192","Queens","Queensboro Hill","113"
"2019-11-01","Yellow Taxi","Drop-off","193","Queens","Queensbridge/Ravenswood","6210"
"2019-11-01","Yellow Taxi","Pick-up","193","Queens","Queensbridge/Ravenswood","4774"
"2019-11-01","Yellow Taxi","Drop-off","194","Manhattan","Randalls Island","1029"
"2019-11-01","Yellow Taxi","Pick-up","194","Manhattan","Randalls Island","466"
"2019-11-01","Yellow Taxi","Drop-off","195","Brooklyn","Red Hook","2388"
"2019-11-01","Yellow Taxi","Pick-up","195","Brooklyn","Red Hook","474"
"2019-11-01","Yellow Taxi","Drop-off","196","Queens","Rego Park","2763"
"2019-11-01","Yellow Taxi","Pick-up","196","Queens","Rego Park","806"
"2019-11-01","Yellow Taxi","Drop-off","197","Queens","Richmond Hill","2396"
"2019-11-01","Yellow Taxi","Pick-up","197","Queens","Richmond Hill","634"
"2019-11-01","Yellow Taxi","Drop-off","198","Queens","Ridgewood","3226"
"2019-11-01","Yellow Taxi","Pick-up","198","Queens","Ridgewood","325"
"2019-11-01","Yellow Taxi","Drop-off","200","Bronx","Riverdale/North Riverdale/Fieldston","2309"
"2019-11-01","Yellow Taxi","Pick-up","200","Bronx","Riverdale/North Riverdale/Fieldston","201"
"2019-11-01","Yellow Taxi","Drop-off","201","Queens","Rockaway Park","368"
"2019-11-01","Yellow Taxi","Pick-up","201","Queens","Rockaway Park","44"
